"bague","autre_bague","espece","sexe","age_2026","lieu_bag","nic_naiss","sang_ok","nb_captures","last_mesure"
"V034153",,"charbo",,2,"font","font_31","non",1,"09/05/2024"
"V034154",,"charbo",,2,"font","font_31","non",1,"09/05/2024"
"V034155",,"charbo",,2,"mas","mas_24","non",1,"14/05/2024"
"V034156",,"charbo",,2,"mas","mas_24","non",1,"14/05/2024"
"V034157",,"charbo",,2,"mas","mas_24","non",1,"14/05/2024"
"V034158",,"charbo",,2,"mas","mas_24","non",1,"14/05/2024"
"V034159",,"charbo",,2,"mas","mas_24","non",1,"14/05/2024"
"V034160",,"charbo",,2,"mas","mas_24","non",1,"14/05/2024"
"V034161",,"charbo",,2,"gram","gram_53","non",1,"19/05/2024"
"V034162",,"charbo",,2,"gram","gram_53","non",1,"19/05/2024"
"V034163",,"charbo",,2,"gram","gram_53","non",1,"19/05/2024"
"V034164",,"charbo",,2,"gram","gram_53","non",1,"19/05/2024"
"V034165",,"charbo",,2,"gram","gram_53","non",1,"19/05/2024"
"V034166",,"charbo",,2,"gram","gram_53","non",1,"19/05/2024"
"V034167",,"charbo",,2,"gram","gram_14","non",1,"19/05/2024"
"V034168",,"charbo",,2,"gram","gram_14","non",1,"19/05/2024"
"V034169",,"charbo",,2,"gram","gram_14","non",1,"19/05/2024"
"V034170",,"charbo",,2,"gram","gram_14","non",1,"19/05/2024"
"V034171",,"charbo",,2,"gram","gram_14","non",1,"19/05/2024"
"V034172",,"charbo",,2,"gram","gram_14","non",1,"19/05/2024"
"V034173",,"charbo",,2,"gram","gram_14","non",1,"19/05/2024"
"V034174",,"charbo",,2,"gram","gram_40","non",1,"22/05/2024"
"V034175",,"charbo",,2,"gram","gram_40","non",1,"22/05/2024"
"V034176",,"charbo",,2,"gram","gram_40","non",1,"22/05/2024"
"V034177",,"charbo",,2,"gram","gram_40","non",1,"22/05/2024"
"V034178","G60","charbo","M",2,"gram","gram_40","oui",2,"22/05/2024"
"V034179",,"charbo",,2,"gram","gram_40","non",1,"22/05/2024"
"V034180",,"charbo",,1,"zoo","zoo_63","non",1,"19/05/2025"
"V034181",,"charbo",,1,"zoo","zoo_63","non",1,"19/05/2025"
"V034182",,"charbo",,1,"zoo","zoo_63","non",1,"19/05/2025"
"V034183",,"charbo",,1,"zoo","zoo_63","non",1,"19/05/2025"
"V034184",,"charbo",,1,"zoo","zoo_63","non",1,"19/05/2025"
"V034185",,"charbo",,1,"zoo","zoo_63","non",1,"19/05/2025"
"V034186",,"charbo",,1,"zoo","zoo_64","non",1,"19/05/2025"
"V034187",,"charbo",,1,"zoo","zoo_64","non",1,"19/05/2025"
"V034188",,"charbo",,1,"zoo","zoo_64","non",1,"19/05/2025"
"V034189",,"charbo",,1,"zoo","zoo_70","non",1,"19/05/2025"
"V034190",,"charbo",,1,"zoo","zoo_70","non",1,"19/05/2025"
"V034191",,"charbo",,1,"zoo","zoo_70","non",1,"19/05/2025"
"V034192",,"charbo",,1,"zoo","zoo_70","non",1,"19/05/2025"
"V034193",,"charbo",,1,"zoo","zoo_70","non",1,"19/05/2025"
"V034194",,"charbo",,1,"zoo","zoo_70","non",1,"19/05/2025"
"V034195",,"charbo",,1,"zoo","zoo_70","non",1,"19/05/2025"
"V034196",,"charbo",,1,"bot","bot_8","non",1,"19/06/2025"
"V034197",,"charbo",,1,"bot","bot_8","non",1,"19/06/2025"
"V034198",,"charbo",,1,"bot","bot_8","non",1,"19/06/2025"
"V034199",,"charbo",,1,"bot","bot_8","non",1,"19/06/2025"
"V034200",,"charbo",,1,"bot","bot_6","non",2,"02/07/2025"
"V034201",,"charbo",,3,"gram","gram_38","non",1,"17/05/2023"
"V034202",,"charbo",,3,"gram","gram_38","non",1,"17/05/2023"
"V034203",,"charbo",,3,"gram","gram_38","non",1,"17/05/2023"
"V034204",,"charbo",,3,"gram","gram_38","non",1,"17/05/2023"
"V034205",,"charbo",,3,"gram","gram_38","non",1,"17/05/2023"
"V034206",,"charbo",,3,"gram","gram_38","non",1,"17/05/2023"
"V034207",,"charbo",,3,"gram","gram_38","non",1,"17/05/2023"
"V034208",,"charbo",,3,"gram","gram_9","non",1,"17/05/2023"
"V034209",,"charbo",,3,"gram","gram_9","non",1,"17/05/2023"
"V034210",,"charbo",,3,"gram","gram_9","non",1,"17/05/2023"
"V034211",,"charbo",,3,"gram","gram_9","non",1,"17/05/2023"
"V034212",,"charbo",,3,"gram","gram_9","non",1,"17/05/2023"
"V034213",,"charbo",,3,"gram","gram_9","non",1,"17/05/2023"
"V034214",,"charbo",,3,"gram","gram_9","non",1,"17/05/2023"
"V034215",,"charbo",,3,"mos","mos_2","non",1,"19/05/2023"
"V034216",,"charbo",,3,"mos","mos_2","non",1,"19/05/2023"
"V034217",,"charbo",,3,"mos","mos_2","non",1,"19/05/2023"
"V034218",,"charbo",,3,"mos","mos_2","non",1,"19/05/2023"
"V034219",,"charbo",,3,"mos","mos_2","non",1,"19/05/2023"
"V034220",,"charbo",,3,"mos","mos_2","non",1,"19/05/2023"
"V034221",,"charbo",,3,"mos","mos_2","non",1,"19/05/2023"
"V034222",,"charbo",,3,"gram","gram_61","non",1,"22/05/2023"
"V034223",,"charbo",,3,"gram","gram_61","non",1,"22/05/2023"
"V034224",,"charbo",,3,"gram","gram_61","non",1,"22/05/2023"
"V034225",,"charbo",,3,"gram","gram_19","non",2,"23/05/2023"
"V034226",,"charbo",,3,"gram","gram_19","non",2,"23/05/2023"
"V034227",,"charbo",,3,"gram","gram_19","non",2,"23/05/2023"
"V034228",,"charbo",,3,"gram","gram_19","non",2,"23/05/2023"
"V034229",,"charbo",,3,"mos","mos_3","non",1,"25/05/2023"
"V034230",,"charbo",,3,"mos","mos_3","non",1,"25/05/2023"
"V034231",,"charbo",,3,"mos","mos_3","non",1,"25/05/2023"
"V034232",,"charbo",,3,"gram","gram_34","non",1,"01/06/2023"
"V034233",,"charbo",,3,"gram","gram_34","non",1,"01/06/2023"
"V034234",,"charbo",,3,"gram","gram_34","non",1,"01/06/2023"
"V034235",,"charbo",,3,"gram","gram_34","non",1,"01/06/2023"
"V034236",,"charbo",,3,"gram","gram_34","non",1,"01/06/2023"
"V034237",,"charbo",,2,"gram","gram_2","non",1,"30/04/2024"
"V034238",,"charbo",,2,"gram","gram_2","non",1,"30/04/2024"
"V034239",,"charbo",,2,"gram","gram_2","non",1,"30/04/2024"
"V034240",,"charbo",,2,"gram","gram_2","non",1,"30/04/2024"
"V034241",,"charbo",,2,"gram","gram_36","non",1,"30/04/2024"
"V034242",,"charbo",,2,"gram","gram_36","non",1,"30/04/2024"
"V034243",,"charbo",,2,"gram","gram_36","non",1,"30/04/2024"
"V034244",,"charbo",,2,"gram","gram_36","non",1,"30/04/2024"
"V034245",,"charbo",,2,"gram","gram_36","non",2,"13/05/2024"
"V034246",,"charbo",,2,"gram","gram_36","non",1,"30/04/2024"
"V034247",,"charbo",,2,"fac","fac_14","non",2,"14/05/2024"
"V034248",,"charbo",,2,"fac","fac_14","non",1,"03/05/2024"
"V034249",,"charbo",,2,"fac","fac_14","non",1,"03/05/2024"
"V034250",,"charbo",,2,"mos","mos_42","non",1,"06/05/2024"
"V034251",,"charbo",,2,"mos","mos_42","non",1,"06/05/2024"
"V034252",,"charbo",,2,"mos","mos_42","non",1,"06/05/2024"
"V034253",,"charbo",,2,"mos","mos_42","non",1,"06/05/2024"
"V034254",,"charbo",,2,"mos","mos_42","non",1,"06/05/2024"
"V034255",,"charbo",,2,"gram","gram_44","non",1,"07/05/2024"
"V034256",,"charbo",,2,"gram","gram_44","non",1,"07/05/2024"
"V034257",,"charbo",,2,"gram","gram_44","non",1,"07/05/2024"
"V034258",,"charbo",,2,"gram","gram_44","non",1,"07/05/2024"
"V034259",,"charbo",,2,"gram","gram_44","non",1,"07/05/2024"
"V034260",,"charbo",,2,"gram","gram_44","non",1,"07/05/2024"
"V034261",,"charbo",,2,"gram","gram_44","non",1,"07/05/2024"
"V034262",,"charbo",,2,"gram","gram_44","non",1,"07/05/2024"
"V034263",,"charbo",,2,"gram","gram_41","non",1,"13/05/2024"
"V034264",,"charbo",,2,"gram","gram_41","non",1,"13/05/2024"
"V034265",,"charbo",,2,"gram","gram_41","non",1,"13/05/2024"
"V034266","X66","charbo","F",2,"gram","gram_41","oui",2,"13/05/2024"
"V034267",,"charbo",,2,"gram","gram_41","non",1,"13/05/2024"
"V034268",,"charbo",,2,"gram","gram_41","non",1,"13/05/2024"
"V034269",,"charbo",,2,"gram","gram_41","non",1,"13/05/2024"
"V034270",,"charbo",,2,"gram","gram_16","non",1,"13/05/2024"
"V034271",,"charbo",,2,"gram","gram_16","non",1,"13/05/2024"
"V034272",,"charbo",,2,"gram","gram_16","non",1,"13/05/2024"
"V034273",,"charbo",,2,"gram","gram_16","non",1,"13/05/2024"
"V034274",,"charbo",,2,"gram","gram_16","non",1,"13/05/2024"
"V034275","T66","charbo","M",2,"gram","gram_16","oui",2,"13/05/2024"
"V034276",,"charbo",,2,"gram","gram_16","non",1,"13/05/2024"
"V034277",,"charbo",,2,"gram","gram_19","non",1,"13/05/2024"
"V034278",,"charbo",,2,"gram","gram_19","non",1,"13/05/2024"
"V034279",,"charbo",,2,"gram","gram_45","non",1,"13/05/2024"
"V034280",,"charbo",,2,"gram","gram_45","non",1,"13/05/2024"
"V034281",,"charbo",,2,"gram","gram_45","non",1,"13/05/2024"
"V034282",,"charbo",,2,"gram","gram_45","non",1,"13/05/2024"
"V034283",,"charbo",,2,"gram","gram_45","non",1,"13/05/2024"
"V034284",,"charbo",,2,"gram","gram_45","non",1,"13/05/2024"
"V034285",,"charbo",,2,"gram","gram_45","non",1,"13/05/2024"
"V034286",,"charbo",,2,"gram","gram_57","non",1,"13/05/2024"
"V034287",,"charbo",,2,"gram","gram_57","non",1,"13/05/2024"
"V034288",,"charbo",,2,"gram","gram_57","non",1,"13/05/2024"
"V034289",,"charbo",,2,"gram","gram_57","non",1,"13/05/2024"
"V034290",,"charbo",,2,"gram","gram_50","non",1,"13/05/2024"
"V034291",,"charbo",,2,"gram","gram_50","non",1,"13/05/2024"
"V034292",,"charbo",,2,"gram","gram_50","non",1,"13/05/2024"
"V034293",,"charbo",,2,"gram","gram_50","non",1,"13/05/2024"
"V034294",,"charbo",,2,"gram","gram_50","non",1,"13/05/2024"
"V034295",,"charbo",,2,"gram","gram_50","non",1,"13/05/2024"
"V034296",,"charbo",,2,"gram","gram_50","non",1,"13/05/2024"
"V034297",,"charbo",,2,"mos","mos_45","non",1,"14/05/2024"
"V034298",,"charbo",,2,"mos","mos_45","non",1,"14/05/2024"
"V034301",,"charbo",,3,"rou","rou_328","non",1,"17/06/2023"
"V034302",,"charbo",,3,"rou","rou_328","non",1,"17/06/2023"
"V034303",,"charbo",,3,"rou","rou_328","non",1,"17/06/2023"
"V034304",,"charbo",,3,"rou","rou_328","non",1,"17/06/2023"
"V034305",,"charbo",,3,"rou","rou_328","non",1,"17/06/2023"
"V034306",,"charbo",,3,"rou","rou_328","non",1,"17/06/2023"
"V034307",,"charbo",,2,"rou","rou_354","non",1,"13/05/2024"
"V034308",,"charbo",,2,"rou","rou_354","non",2,"21/05/2024"
"V034309",,"charbo",,2,"rou","rou_354","non",1,"13/05/2024"
"V034310",,"charbo",,2,"rou","rou_354","non",1,"13/05/2024"
"V034311",,"charbo",,2,"rou","rou_354","non",1,"13/05/2024"
"V034312",,"charbo",,2,"rou","rou_354","non",1,"13/05/2024"
"V034313",,"charbo",,2,"rou","rou_354","non",1,"13/05/2024"
"V034314",,"charbo",,2,"rou","rou_66","non",1,"19/05/2024"
"V034315",,"charbo",,2,"rou","rou_66","non",1,"19/05/2024"
"V034316",,"charbo",,2,"rou","rou_66","non",1,"19/05/2024"
"V034317",,"charbo",,2,"rou","rou_66","non",1,"19/05/2024"
"V034318",,"charbo",,2,"rou","rou_66","non",1,"19/05/2024"
"V034319",,"charbo",,2,"rou","rou_326","non",1,"25/06/2024"
"V034320",,"charbo",,2,"rou","rou_326","non",1,"25/06/2024"
"V034321",,"charbo",,2,"rou","rou_326","non",1,"25/06/2024"
"V034322",,"charbo",,2,"rou","rou_326","non",1,"25/06/2024"
"V034323",,"charbo",,2,"rou","rou_326","non",1,"25/06/2024"
"V034324",,"charbo",,2,"rou","rou_326","non",1,"25/06/2024"
"V034325",,"charbo",,2,"rou","rou_326","non",1,"25/06/2024"
"V034326",,"charbo",,2,"rou","rou_326","non",1,"25/06/2024"
"V034327",,"charbo",,2,"rou","rou_12","non",1,"26/06/2024"
"V034328",,"charbo",,2,"rou","rou_12","non",1,"26/06/2024"
"V034329",,"charbo",,2,"rou","rou_12","non",1,"26/06/2024"
"V034330",,"charbo",,2,"rou","rou_12","non",1,"26/06/2024"
"V034331",,"charbo",,2,"rou","rou_12","non",1,"26/06/2024"
"V034332",,"charbo",,2,"rou","rou_12","non",1,"26/06/2024"
"V034333",,"charbo",,2,"rou","rou_12","non",1,"26/06/2024"
"V034334",,"charbo",,2,"rou","rou_38","non",1,"26/06/2024"
"V034335",,"charbo",,2,"rou","rou_38","non",1,"26/06/2024"
"V034336",,"charbo",,2,"rou","rou_38","non",1,"26/06/2024"
"V034337",,"charbo",,2,"rou","rou_38","non",1,"26/06/2024"
"V034338",,"charbo",,2,"rou","rou_38","non",1,"26/06/2024"
"V034339",,"charbo",,2,"rou","rou_38","non",1,"26/06/2024"
"V034340",,"charbo",,2,"rou","rou_38","non",1,"26/06/2024"
"V034341","N78","charbo","F",2,"rou",,"non",2,"13/06/2025"
"V034342",,"charbo",,1,"rou","rou_361","non",1,"20/05/2025"
"V034343",,"charbo",,1,"rou","rou_361","non",1,"20/05/2025"
"V034344",,"charbo",,1,"rou","rou_361","non",1,"20/05/2025"
"V034345",,"charbo",,1,"rou","rou_361","non",1,"20/05/2025"
"V034346",,"charbo",,1,"rou","rou_361","non",1,"20/05/2025"
"V034347",,"charbo",,1,"rou","rou_361","non",1,"20/05/2025"
"V034348",,"charbo",,1,"rou","rou_361","non",1,"20/05/2025"
"V034349",,"charbo",,1,"mas","mas_17","non",2,"03/06/2025"
"V034401",,"charbo",,3,"rou","rou_8","non",1,"25/05/2023"
"V034402",,"charbo",,3,"rou","rou_8","non",1,"25/05/2023"
"V034403",,"charbo",,3,"rou","rou_8","non",1,"25/05/2023"
"V034404",,"charbo",,3,"rou","rou_8","non",1,"25/05/2023"
"V034405",,"charbo",,3,"rou","rou_8","non",1,"25/05/2023"
"V034406",,"charbo",,3,"rou","rou_8","non",1,"25/05/2023"
"V034407",,"charbo",,3,"rou","rou_359","non",1,"26/05/2023"
"V034408",,"charbo",,3,"rou","rou_359","non",1,"26/05/2023"
"V034409",,"charbo",,3,"rou","rou_359","non",1,"26/05/2023"
"V034410",,"charbo",,3,"rou","rou_359","non",1,"26/05/2023"
"V034411",,"charbo",,3,"rou","rou_359","non",1,"26/05/2023"
"V034412",,"charbo",,3,"rou","rou_359","non",1,"26/05/2023"
"V034413",,"charbo",,3,"rou","rou_14.5supp","non",1,"26/05/2023"
"V034414",,"charbo",,3,"rou","rou_14.5supp","non",1,"26/05/2023"
"V034415",,"charbo",,3,"rou","rou_14.5supp","non",1,"26/05/2023"
"V034416",,"charbo",,3,"rou","rou_14.5supp","non",1,"26/05/2023"
"V034417",,"charbo",,3,"rou","rou_14.5supp","non",1,"26/05/2023"
"V034418",,"charbo",,3,"rou","rou_10","non",1,"26/05/2023"
"V034419",,"charbo",,3,"rou","rou_10","non",1,"26/05/2023"
"V034420",,"charbo",,3,"rou","rou_10","non",1,"26/05/2023"
"V034421",,"charbo",,3,"rou","rou_10","non",1,"26/05/2023"
"V034422",,"charbo",,3,"rou","rou_10","non",1,"26/05/2023"
"V034423",,"charbo",,3,"rou","rou_10","non",1,"26/05/2023"
"V034424",,"charbo",,3,"rou","rou_10","non",1,"26/05/2023"
"V034425",,"charbo",,3,"rou","rou_70","non",1,"26/05/2023"
"V034426",,"charbo",,3,"rou","rou_70","non",1,"26/05/2023"
"V034427",,"charbo",,3,"rou","rou_70","non",1,"26/05/2023"
"V034428",,"charbo",,3,"rou","rou_70","non",1,"26/05/2023"
"V034429",,"charbo",,3,"rou","rou_70","non",1,"26/05/2023"
"V034430",,"charbo",,3,"rou","rou_70","non",1,"26/05/2023"
"V034431",,"charbo",,3,"rou","rou_70","non",1,"26/05/2023"
"V034432",,"charbo",,3,"rou","rou_70","non",1,"26/05/2023"
"V034433",,"charbo",,3,"rou","rou_12","non",1,"28/05/2023"
"V034434",,"charbo",,3,"rou","rou_12","non",1,"28/05/2023"
"V034435",,"charbo",,3,"rou","rou_12","non",1,"28/05/2023"
"V034436",,"charbo",,3,"rou","rou_12","non",1,"28/05/2023"
"V034437",,"charbo",,3,"rou","rou_12","non",1,"28/05/2023"
"V034438",,"charbo",,3,"rou","rou_330","non",1,"28/05/2023"
"V034439",,"charbo",,3,"rou","rou_330","non",1,"28/05/2023"
"V034440",,"charbo",,3,"rou","rou_330","non",1,"28/05/2023"
"V034441",,"charbo",,3,"rou","rou_330","non",1,"28/05/2023"
"V034442",,"charbo",,3,"rou","rou_330","non",1,"28/05/2023"
"V034443",,"charbo",,3,"rou","rou_330","non",1,"28/05/2023"
"V034444",,"charbo",,3,"rou","rou_330","non",1,"28/05/2023"
"V034445",,"charbo",,3,"rou","rou_340","non",1,"28/05/2023"
"V034446",,"charbo",,3,"rou","rou_20","non",1,"29/05/2023"
"V034447",,"charbo",,3,"rou","rou_20","non",1,"29/05/2023"
"V034448",,"charbo",,3,"rou","rou_20","non",1,"29/05/2023"
"V034449",,"charbo",,3,"rou","rou_20","non",1,"29/05/2023"
"V034450",,"charbo",,3,"rou","rou_20","non",1,"29/05/2023"
"V034451",,"charbo",,3,"rou","rou_20","non",2,"30/05/2023"
"V034452",,"charbo",,3,"rou","rou_20","non",2,"30/05/2023"
"V034453",,"charbo",,3,"rou","rou_20","non",1,"29/05/2023"
"V034454",,"charbo",,3,"rou","rou_20","non",1,"29/05/2023"
"V034455",,"charbo",,3,"rou","rou_8supp","non",1,"29/05/2023"
"V034456",,"charbo",,3,"rou","rou_8supp","non",1,"29/05/2023"
"V034457",,"charbo",,3,"rou","rou_8supp","non",1,"29/05/2023"
"V034458",,"charbo",,3,"rou","rou_8supp","non",1,"29/05/2023"
"V034459",,"charbo",,3,"rou","rou_8supp","non",1,"29/05/2023"
"V034460",,"charbo",,3,"rou","rou_8supp","non",1,"29/05/2023"
"V034461",,"charbo",,3,"rou","rou_8supp","non",1,"29/05/2023"
"V034462",,"charbo",,3,"rou","rou_58","non",1,"31/05/2023"
"V034463",,"charbo",,3,"rou","rou_58","non",1,"31/05/2023"
"V034464",,"charbo",,3,"rou","rou_58","non",1,"31/05/2023"
"V034465",,"charbo",,3,"rou","rou_58","non",1,"31/05/2023"
"V034466",,"charbo",,3,"rou","rou_58","non",1,"31/05/2023"
"V034467",,"charbo",,3,"rou","rou_58","non",1,"31/05/2023"
"V034468",,"charbo",,3,"rou","rou_58","non",1,"31/05/2023"
"V034469",,"charbo",,3,"rou","rou_58","non",1,"31/05/2023"
"V034470",,"charbo",,3,"rou","rou_58","non",1,"31/05/2023"
"V034471",,"charbo",,3,"rou","rou_363","non",1,"19/06/2023"
"V034472",,"charbo",,3,"rou","rou_363","non",1,"19/06/2023"
"V034473",,"charbo",,3,"rou","rou_363","non",1,"19/06/2023"
"V034474",,"charbo",,3,"rou","rou_363","non",1,"19/06/2023"
"V034475",,"charbo",,3,"rou","rou_363","non",1,"19/06/2023"
"V034476",,"charbo",,3,"rou","rou_363","non",1,"19/06/2023"
"V034477",,"charbo",,3,"rou","rou_352","non",1,"26/06/2023"
"V034478",,"charbo",,3,"rou","rou_352","non",1,"26/06/2023"
"V034479",,"charbo",,3,"rou","rou_352","non",1,"26/06/2023"
"V034480",,"charbo",,3,"rou","rou_352","non",1,"26/06/2023"
"V034481",,"charbo",,3,"rou","rou_352","non",1,"26/06/2023"
"V034482",,"charbo",,3,"rou","rou_352","non",1,"26/06/2023"
"V034483",,"charbo",,3,"rou","rou_326","non",1,"30/06/2023"
"V034484",,"charbo",,3,"rou","rou_326","non",1,"30/06/2023"
"V034485",,"charbo",,3,"rou","rou_326","non",1,"30/06/2023"
"V034486",,"charbo",,3,"rou","rou_326","non",1,"30/06/2023"
"V034487",,"charbo",,3,"rou","rou_326","non",1,"30/06/2023"
"V034488",,"charbo",,3,"rou","rou_326","non",1,"30/06/2023"
"V034489",,"charbo",,3,"rou","rou_326","non",1,"30/06/2023"
"V034490",,"charbo",,3,"rou","rou_336","non",1,"30/06/2023"
"V034491",,"charbo",,3,"rou","rou_336","non",1,"30/06/2023"
"V034492",,"charbo",,3,"rou","rou_336","non",1,"30/06/2023"
"V034493",,"charbo",,3,"rou","rou_336","non",1,"30/06/2023"
"V034494",,"charbo",,3,"rou","rou_336","non",1,"30/06/2023"
"V034495",,"charbo",,3,"rou","rou_336","non",1,"30/06/2023"
"V034496",,"charbo",,3,"rou","rou_102","non",1,"03/07/2023"
"V034497",,"charbo",,3,"rou","rou_102","non",1,"03/07/2023"
"V034498",,"charbo",,3,"rou","rou_102","non",1,"03/07/2023"
"V034499",,"charbo",,3,"rou","rou_102","non",1,"03/07/2023"
"V034500",,"charbo",,3,"rou","rou_102","non",1,"03/07/2023"
"V034501",,"charbo",,3,"rou","rou_365","non",1,"23/05/2023"
"V034502",,"charbo",,3,"rou","rou_365","non",1,"23/05/2023"
"V034503",,"charbo",,3,"rou","rou_365","non",1,"23/05/2023"
"V034504",,"charbo",,3,"rou","rou_365","non",1,"23/05/2023"
"V034505","R94","charbo","M",3,"rou","rou_365","oui",3,"23/05/2023"
"V034506",,"charbo",,3,"rou","rou_365","non",1,"23/05/2023"
"V034507",,"charbo",,3,"rou","rou_365","non",1,"23/05/2023"
"V034508",,"charbo",,3,"rou","rou_344","non",1,"06/06/2023"
"V034509",,"charbo",,3,"rou","rou_344","non",1,"06/06/2023"
"V034510",,"charbo",,3,"rou","rou_344","non",1,"06/06/2023"
"V034511",,"charbo",,3,"rou","rou_344","non",1,"06/06/2023"
"V034512",,"charbo",,3,"rou","rou_344","non",1,"06/06/2023"
"V034513",,"charbo",,3,"rou","rou_344","non",1,"06/06/2023"
"V034514",,"charbo",,2,"rou","rou_82","non",1,"08/05/2024"
"V034515",,"charbo",,2,"rou","rou_82","non",1,"08/05/2024"
"V034516",,"charbo",,2,"rou","rou_82","non",1,"08/05/2024"
"V034517",,"charbo",,2,"rou","rou_82","non",1,"08/05/2024"
"V034518",,"charbo","F",2,"rou","rou_82","non",2,"08/05/2024"
"V034519",,"charbo",,2,"rou","rou_206","non",1,"08/05/2024"
"V034520",,"charbo",,2,"rou","rou_206","non",1,"08/05/2024"
"V034521",,"charbo",,2,"rou","rou_206","non",1,"08/05/2024"
"V034522",,"charbo",,2,"rou","rou_206","non",1,"08/05/2024"
"V034523",,"charbo",,2,"rou","rou_206","non",1,"08/05/2024"
"V034524",,"charbo",,2,"rou","rou_206","non",1,"08/05/2024"
"V034525",,"charbo",,2,"rou","rou_206","non",1,"08/05/2024"
"V034526",,"charbo",,2,"rou","rou_206","non",1,"08/05/2024"
"V034527","X08","charbo","M",2,"rou","rou_206","oui",2,"08/05/2024"
"V034528",,"charbo",,2,"rou","rou_206","non",1,"08/05/2024"
"V034529",,"charbo",,2,"rou","rou_326","non",1,"10/05/2024"
"V034530",,"charbo",,2,"rou","rou_326","non",1,"10/05/2024"
"V034531",,"charbo",,2,"rou","rou_326","non",1,"10/05/2024"
"V034532",,"charbo",,2,"rou","rou_326","non",2,"21/05/2024"
"V034533",,"charbo",,2,"rou","rou_326","non",1,"10/05/2024"
"V034534",,"charbo",,2,"rou","rou_326","non",1,"10/05/2024"
"V034535",,"charbo",,2,"rou","rou_326","non",1,"10/05/2024"
"V034536",,"charbo",,2,"rou","rou_356","non",1,"13/05/2024"
"V034537",,"charbo",,2,"rou","rou_356","non",1,"13/05/2024"
"V034538",,"charbo",,2,"rou","rou_356","non",1,"13/05/2024"
"V034539",,"charbo",,2,"rou","rou_356","non",1,"13/05/2024"
"V034540",,"charbo",,2,"rou","rou_356","non",1,"13/05/2024"
"V034541",,"charbo",,2,"rou","rou_356","non",1,"13/05/2024"
"V034542",,"charbo",,2,"rou","rou_30","non",1,"13/05/2024"
"V034543",,"charbo",,2,"rou","rou_30","non",1,"13/05/2024"
"V034544",,"charbo",,2,"rou","rou_30","non",1,"13/05/2024"
"V034545",,"charbo",,2,"rou","rou_30","non",1,"13/05/2024"
"V034546",,"charbo",,2,"rou","rou_30","non",1,"13/05/2024"
"V034547",,"charbo",,2,"rou","rou_30","non",1,"13/05/2024"
"V034548",,"charbo",,2,"rou","rou_30","non",1,"13/05/2024"
"V034549",,"charbo",,2,"rou","rou_60","non",1,"13/05/2024"
"V034550",,"charbo",,2,"rou","rou_60","non",1,"13/05/2024"
"V034551",,"charbo",,2,"rou","rou_60","non",1,"13/05/2024"
"V034552",,"charbo",,2,"rou","rou_60","non",1,"13/05/2024"
"V034553",,"charbo",,2,"rou","rou_60","non",1,"13/05/2024"
"V034554",,"charbo",,2,"rou","rou_60","non",2,"21/05/2024"
"V034555",,"charbo",,2,"rou","rou_60","non",1,"13/05/2024"
"V034556",,"charbo",,2,"rou","rou_60","non",1,"13/05/2024"
"V034557",,"charbo",,2,"rou","rou_60","non",1,"13/05/2024"
"V034558",,"charbo",,2,"rou","rou_328","non",1,"13/05/2024"
"V034559",,"charbo",,2,"rou","rou_328","non",1,"13/05/2024"
"V034560",,"charbo",,2,"rou","rou_328","non",1,"13/05/2024"
"V034561",,"charbo",,2,"rou","rou_328","non",1,"13/05/2024"
"V034562",,"charbo",,2,"rou","rou_328","non",1,"13/05/2024"
"V034563",,"charbo",,2,"rou","rou_328","non",1,"13/05/2024"
"V034564",,"charbo",,2,"rou","rou_328","non",1,"13/05/2024"
"V034565",,"charbo",,2,"rou","rou_40","non",1,"15/05/2024"
"V034566",,"charbo",,2,"rou","rou_40","non",1,"15/05/2024"
"V034567",,"charbo",,2,"rou","rou_40","non",1,"15/05/2024"
"V034568",,"charbo",,2,"rou","rou_40","non",2,"28/05/2024"
"V034569",,"charbo",,2,"rou","rou_40","non",1,"15/05/2024"
"V034570",,"charbo",,2,"rou","rou_40","non",1,"15/05/2024"
"V034571",,"charbo",,2,"rou","rou_40","non",2,"28/05/2024"
"V034572",,"charbo",,2,"rou","rou_40","non",1,"15/05/2024"
"V034573",,"charbo",,2,"rou","rou_40","non",1,"15/05/2024"
"V034574",,"charbo",,2,"rou","rou_20","non",1,"15/05/2024"
"V034575",,"charbo",,2,"rou","rou_20","non",1,"15/05/2024"
"V034576",,"charbo",,2,"rou","rou_20","non",1,"15/05/2024"
"V034577",,"charbo",,2,"rou","rou_20","non",1,"15/05/2024"
"V034578",,"charbo",,2,"rou","rou_20","non",1,"15/05/2024"
"V034579",,"charbo",,2,"rou","rou_20","non",1,"15/05/2024"
"V034580",,"charbo",,1,"rou","rou_58","non",1,"13/05/2025"
"V034581",,"charbo",,1,"rou","rou_58","non",1,"13/05/2025"
"V034582",,"charbo",,1,"rou","rou_58","non",1,"13/05/2025"
"V034583",,"charbo",,1,"rou","rou_58","non",1,"13/05/2025"
"V034584",,"charbo",,1,"rou","rou_58","non",1,"13/05/2025"
"V034585",,"charbo",,1,"rou","rou_58","non",1,"13/05/2025"
"V034586",,"charbo",,1,"rou","rou_58","non",1,"13/05/2025"
"V034587",,"charbo",,1,"rou","rou_58","non",1,"13/05/2025"
"V034588",,"charbo",,1,"rou","rou_58","non",1,"13/05/2025"
"V034589",,"charbo",,1,"rou","rou_34","non",1,"13/05/2025"
"V034590",,"charbo",,1,"rou","rou_34","non",1,"13/05/2025"
